tile_id,date,year,source,valid_frac,exp_temporal_split,exp_spatial_split
20210304_lidar_tile_1152_1536.npy,20210304,2021,lidar,0.9092,train,train
20210304_lidar_tile_1152_1664.npy,20210304,2021,lidar,0.8635,train,train
20210304_lidar_tile_1152_1792.npy,20210304,2021,lidar,0.8226,train,train
20210304_lidar_tile_1152_1920.npy,20210304,2021,lidar,0.5585,train,train
20210304_lidar_tile_1280_768.npy,20210304,2021,lidar,0.4448,train,val
20210304_lidar_tile_1280_896.npy,20210304,2021,lidar,0.9221,train,val
20210304_lidar_tile_1280_1024.npy,20210304,2021,lidar,0.9853,train,val
20210304_lidar_tile_1280_1152.npy,20210304,2021,lidar,0.9897,train,buffer
20210304_lidar_tile_1280_1280.npy,20210304,2021,lidar,0.99,train,train
20210304_lidar_tile_1280_1408.npy,20210304,2021,lidar,0.9507,train,train
20210304_lidar_tile_1280_1536.npy,20210304,2021,lidar,0.8954,train,train
20210304_lidar_tile_1280_1664.npy,20210304,2021,lidar,0.8968,train,train
20210304_lidar_tile_1280_1792.npy,20210304,2021,lidar,0.874,train,train
20210304_lidar_tile_1280_1920.npy,20210304,2021,lidar,0.5449,train,train
20210304_lidar_tile_1408_768.npy,20210304,2021,lidar,0.4424,train,val
20210304_lidar_tile_1408_896.npy,20210304,2021,lidar,0.8873,train,val
20210304_lidar_tile_1408_1024.npy,20210304,2021,lidar,0.9317,train,val
20210304_lidar_tile_1408_1152.npy,20210304,2021,lidar,0.9594,train,buffer
20210304_lidar_tile_1408_1280.npy,20210304,2021,lidar,0.9831,train,train
20210304_lidar_tile_1408_1408.npy,20210304,2021,lidar,0.9524,train,train
20210304_lidar_tile_1408_1536.npy,20210304,2021,lidar,0.9095,train,train
20210304_lidar_tile_1408_1664.npy,20210304,2021,lidar,0.9181,train,train
20210304_lidar_tile_1408_1792.npy,20210304,2021,lidar,0.9081,train,train
20210304_lidar_tile_1408_1920.npy,20210304,2021,lidar,0.6254,train,train
20210304_lidar_tile_1536_896.npy,20210304,2021,lidar,0.7413,train,val
20210304_lidar_tile_1536_1024.npy,20210304,2021,lidar,0.9347,train,val
20210304_lidar_tile_1536_1152.npy,20210304,2021,lidar,0.9536,train,buffer
20210304_lidar_tile_1536_1280.npy,20210304,2021,lidar,0.9677,train,train
20210304_lidar_tile_1536_1408.npy,20210304,2021,lidar,0.9642,train,train
20210304_lidar_tile_1536_1536.npy,20210304,2021,lidar,0.9553,train,train
20210304_lidar_tile_1536_1664.npy,20210304,2021,lidar,0.9443,train,train
20210304_lidar_tile_1536_1792.npy,20210304,2021,lidar,0.9252,train,train
20210304_lidar_tile_1536_1920.npy,20210304,2021,lidar,0.7086,train,train
20210304_lidar_tile_1664_896.npy,20210304,2021,lidar,0.56,train,val
20210304_lidar_tile_1664_1024.npy,20210304,2021,lidar,0.9741,train,val
20210304_lidar_tile_1664_1152.npy,20210304,2021,lidar,0.9733,train,buffer
20210304_lidar_tile_1664_1280.npy,20210304,2021,lidar,0.9722,train,train
20210304_lidar_tile_1664_1408.npy,20210304,2021,lidar,0.9702,train,train
20210304_lidar_tile_1664_1536.npy,20210304,2021,lidar,0.9611,train,train
20210304_lidar_tile_1664_1664.npy,20210304,2021,lidar,0.9246,train,train
20210304_lidar_tile_1664_1792.npy,20210304,2021,lidar,0.8993,train,train
20210304_lidar_tile_1664_1920.npy,20210304,2021,lidar,0.7519,train,train
20210304_lidar_tile_1792_896.npy,20210304,2021,lidar,0.5352,train,val
20210304_lidar_tile_1792_1024.npy,20210304,2021,lidar,0.9727,train,val
20210304_lidar_tile_1792_1152.npy,20210304,2021,lidar,0.9803,train,buffer
20210304_lidar_tile_1792_1280.npy,20210304,2021,lidar,0.9865,train,train
20210304_lidar_tile_1792_1408.npy,20210304,2021,lidar,0.9833,train,train
20210304_lidar_tile_1792_1536.npy,20210304,2021,lidar,0.9552,train,train
20210304_lidar_tile_1792_1664.npy,20210304,2021,lidar,0.9175,train,train
20210304_lidar_tile_1792_1792.npy,20210304,2021,lidar,0.9094,train,train
20210304_lidar_tile_1792_1920.npy,20210304,2021,lidar,0.6823,train,train
20210304_lidar_tile_1920_896.npy,20210304,2021,lidar,0.5177,train,val
20210304_lidar_tile_1920_1024.npy,20210304,2021,lidar,0.9569,train,val
20210304_lidar_tile_1920_1152.npy,20210304,2021,lidar,0.9657,train,buffer
20210304_lidar_tile_1920_1280.npy,20210304,2021,lidar,0.961,train,train
20210304_lidar_tile_1920_1408.npy,20210304,2021,lidar,0.9597,train,train
20210304_lidar_tile_1920_1536.npy,20210304,2021,lidar,0.95,train,train
20210304_lidar_tile_1920_1664.npy,20210304,2021,lidar,0.9359,train,train
20210304_lidar_tile_1920_1792.npy,20210304,2021,lidar,0.9255,train,train
20210304_lidar_tile_1920_1920.npy,20210304,2021,lidar,0.5576,train,train
20210304_lidar_tile_2048_896.npy,20210304,2021,lidar,0.4533,train,val
20210304_lidar_tile_2048_1024.npy,20210304,2021,lidar,0.9032,train,val
20210304_lidar_tile_2048_1152.npy,20210304,2021,lidar,0.9504,train,buffer
20210304_lidar_tile_2048_1280.npy,20210304,2021,lidar,0.9248,train,train
20210304_lidar_tile_2048_1408.npy,20210304,2021,lidar,0.9312,train,train
20210304_lidar_tile_2048_1536.npy,20210304,2021,lidar,0.953,train,train
20210304_lidar_tile_2048_1664.npy,20210304,2021,lidar,0.9393,train,train
20210304_lidar_tile_2048_1792.npy,20210304,2021,lidar,0.8187,train,train
20210304_lidar_tile_2048_1920.npy,20210304,2021,lidar,0.3943,train,train
20210304_lidar_tile_2176_1024.npy,20210304,2021,lidar,0.7332,train,val
20210304_lidar_tile_2176_1152.npy,20210304,2021,lidar,0.947,train,buffer
20210304_lidar_tile_2176_1280.npy,20210304,2021,lidar,0.9284,train,train
20210304_lidar_tile_2176_1408.npy,20210304,2021,lidar,0.9388,train,train
20210304_lidar_tile_2176_1536.npy,20210304,2021,lidar,0.921,train,train
20210304_lidar_tile_2176_1664.npy,20210304,2021,lidar,0.8561,train,train
20210304_lidar_tile_2176_1792.npy,20210304,2021,lidar,0.559,train,train
20210323_lidar_tile_0_128.npy,20210323,2021,lidar,0.3288,train,test
20210323_lidar_tile_0_256.npy,20210323,2021,lidar,0.7066,train,test
20210323_lidar_tile_0_384.npy,20210323,2021,lidar,0.7935,train,test
20210323_lidar_tile_0_512.npy,20210323,2021,lidar,0.75,train,test
20210323_lidar_tile_0_640.npy,20210323,2021,lidar,0.629,train,buffer
20210323_lidar_tile_0_768.npy,20210323,2021,lidar,0.5003,train,val
20210323_lidar_tile_128_128.npy,20210323,2021,lidar,0.6464,train,test
20210323_lidar_tile_128_256.npy,20210323,2021,lidar,0.8902,train,test
20210323_lidar_tile_128_384.npy,20210323,2021,lidar,0.8905,train,test
20210323_lidar_tile_128_512.npy,20210323,2021,lidar,0.9172,train,test
20210323_lidar_tile_128_640.npy,20210323,2021,lidar,0.9455,train,buffer
20210323_lidar_tile_128_768.npy,20210323,2021,lidar,0.9559,train,val
20210323_lidar_tile_128_896.npy,20210323,2021,lidar,0.7133,train,val
20210323_lidar_tile_256_0.npy,20210323,2021,lidar,0.4198,train,test
20210323_lidar_tile_256_128.npy,20210323,2021,lidar,0.8065,train,test
20210323_lidar_tile_256_256.npy,20210323,2021,lidar,0.8531,train,test
20210323_lidar_tile_256_384.npy,20210323,2021,lidar,0.8989,train,test
20210323_lidar_tile_256_512.npy,20210323,2021,lidar,0.9317,train,test
20210323_lidar_tile_256_640.npy,20210323,2021,lidar,0.9571,train,buffer
20210323_lidar_tile_256_768.npy,20210323,2021,lidar,0.9875,train,val
20210323_lidar_tile_256_896.npy,20210323,2021,lidar,0.9281,train,val
20210323_lidar_tile_256_1024.npy,20210323,2021,lidar,0.8138,train,val
20210323_lidar_tile_256_1152.npy,20210323,2021,lidar,0.7593,train,buffer
20210323_lidar_tile_256_1280.npy,20210323,2021,lidar,0.6958,train,train
20210323_lidar_tile_256_1408.npy,20210323,2021,lidar,0.5549,train,train
20210323_lidar_tile_384_0.npy,20210323,2021,lidar,0.5428,train,test
20210323_lidar_tile_384_128.npy,20210323,2021,lidar,0.8464,train,test
20210323_lidar_tile_384_256.npy,20210323,2021,lidar,0.8662,train,test
20210323_lidar_tile_384_384.npy,20210323,2021,lidar,0.9452,train,test
20210323_lidar_tile_384_512.npy,20210323,2021,lidar,0.9567,train,test
20210323_lidar_tile_384_640.npy,20210323,2021,lidar,0.9673,train,buffer
20210323_lidar_tile_384_768.npy,20210323,2021,lidar,0.988,train,val
20210323_lidar_tile_384_896.npy,20210323,2021,lidar,0.9875,train,val
20210323_lidar_tile_384_1024.npy,20210323,2021,lidar,0.9592,train,val
20210323_lidar_tile_384_1152.npy,20210323,2021,lidar,0.9253,train,buffer
20210323_lidar_tile_384_1280.npy,20210323,2021,lidar,0.8981,train,train
20210323_lidar_tile_384_1408.npy,20210323,2021,lidar,0.8278,train,train
20210323_lidar_tile_384_1536.npy,20210323,2021,lidar,0.52,train,train
20210323_lidar_tile_512_0.npy,20210323,2021,lidar,0.6474,train,test
20210323_lidar_tile_512_128.npy,20210323,2021,lidar,0.8936,train,test
20210323_lidar_tile_512_256.npy,20210323,2021,lidar,0.91,train,test
20210323_lidar_tile_512_384.npy,20210323,2021,lidar,0.9571,train,test
20210323_lidar_tile_512_512.npy,20210323,2021,lidar,0.9713,train,test
20210323_lidar_tile_512_640.npy,20210323,2021,lidar,0.9853,train,buffer
20210323_lidar_tile_512_768.npy,20210323,2021,lidar,0.9956,train,val
